Date,Service_District,LGA_Name,Participants
2022-12-31,Midwest-Gascoyne,Carnarvon,75
2022-12-31,Midwest-Gascoyne,Chapman Valley,25
2022-12-31,Midwest-Gascoyne,Exmouth,26
2022-12-31,Midwest-Gascoyne,Greater Geraldton,944
2022-12-31,Midwest-Gascoyne,Irwin,47
2022-12-31,Midwest-Gascoyne,Northampton,46
2022-12-31,North East Metro,Bassendean,471
2022-12-31,North East Metro,Bayswater,1208
2022-12-31,North East Metro,Kalamunda,1191
2022-12-31,North East Metro,Mundaring,819
2022-12-31,North East Metro,Swan,3840
2022-12-31,North Metro,Joondalup,2527
2022-12-31,North Metro,Wanneroo,4095
2022-12-31,Other,Other,520
2022-12-31,South East Metro,Belmont,749
2022-12-31,South East Metro,Canning,1653
2022-12-31,South East Metro,Gosnells,2540
2022-12-31,South East Metro,Victoria Park,657
2022-12-31,South Metro,Armadale,2117
2022-12-31,South Metro,Mandurah,1819
2022-12-31,South Metro,Murray,372
2022-12-31,South Metro,Rockingham,2946
2022-12-31,South Metro,Serpentine-Jarrahdale,550
2022-12-31,South West,Augusta-Margaret River,305
2022-12-31,South West,Boyup Brook,29
2022-12-31,South West,Bridgetown-Greenbushes,153
2022-12-31,South West,Bunbury,885
2022-12-31,South West,Busselton,891
2022-12-31,South West,Capel,357
2022-12-31,South West,Collie,197
2022-12-31,South West,Dardanup,282
2022-12-31,South West,Donnybrook-Balingup,146
2022-12-31,South West,Harvey,519
2022-12-31,South West,Manjimup,231
2022-12-31,South West,Waroona,61
2022-12-31,Wheatbelt,Beverley,29
2022-12-31,Wheatbelt,Chittering,97
2022-12-31,Wheatbelt,Cunderdin,23
2022-12-31,Wheatbelt,Dandaragan,47
2022-12-31,Wheatbelt,Gingin,74
2022-12-31,Wheatbelt,Kellerberrin,24
2022-12-31,Wheatbelt,Merredin,54
2022-12-31,Wheatbelt,Moora,40
2022-12-31,Wheatbelt,Narrogin,92
2022-12-31,Wheatbelt,Northam,238
2022-12-31,Wheatbelt,Pingelly,30
2022-12-31,Wheatbelt,Toodyay,71
2022-12-31,Wheatbelt,York,57
2022-09-30,Central North Metro,Cambridge,318
2022-09-30,Central North Metro,Claremont,150
2022-09-30,Central North Metro,Cottesloe,53
2022-09-30,Central North Metro,Mosman Park,143
2022-09-30,Central North Metro,Nedlands,362
2022-09-30,Central North Metro,Perth,307
2022-09-30,Central North Metro,Stirling,3464
2022-09-30,Central North Metro,Subiaco,240
2022-09-30,Central North Metro,Vincent,452
2022-09-30,Central South Metro,Cockburn,2312
2022-09-30,Central South Metro,East Fremantle,76
2022-09-30,Central South Metro,Fremantle,526
2022-09-30,Central South Metro,Kwinana,1094
2022-09-30,Central South Metro,Melville,1501
2022-09-30,Central South Metro,South Perth,542
2022-09-30,Goldfields-Esperance,Coolgardie,47
2022-09-30,Goldfields-Esperance,Esperance,236
2022-09-30,Goldfields-Esperance,Kalgoorlie/Boulder,433
2022-09-30,Goldfields-Esperance,Ngaanyatjarraku,47
2022-09-30,Great Southern,Albany,838
2022-09-30,Great Southern,Broomehill-Tambellup,20
2022-09-30,Great Southern,Cranbrook,20
2022-09-30,Great Southern,Denmark,78
2022-09-30,Great Southern,Katanning,56
2022-09-30,Great Southern,Plantagenet,83
2022-09-30,Kimberley-Pilbara,Ashburton,56
2022-09-30,Kimberley-Pilbara,Broome,362
2022-09-30,Kimberley-Pilbara,Derby-West Kimberley,191
2022-09-30,Kimberley-Pilbara,East Pilbara,90
2022-09-30,Kimberley-Pilbara,Halls Creek,91
2022-09-30,Kimberley-Pilbara,Karratha,325
2022-09-30,Kimberley-Pilbara,Port Hedland,238
2022-09-30,Kimberley-Pilbara,Wyndham-East Kimberley,132
2022-09-30,Midwest-Gascoyne,Carnarvon,71
2022-09-30,Midwest-Gascoyne,Chapman Valley,24
2022-09-30,Midwest-Gascoyne,Exmouth,26
2022-09-30,Midwest-Gascoyne,Greater Geraldton,914
2022-09-30,Midwest-Gascoyne,Irwin,44
2022-09-30,Midwest-Gascoyne,Northampton,48
2022-09-30,North East Metro,Bassendean,459
2022-09-30,North East Metro,Bayswater,1168
2022-09-30,North East Metro,Kalamunda,1166
2022-09-30,North East Metro,Mundaring,803
2022-09-30,North East Metro,Swan,3743
2022-09-30,North Metro,Joondalup,2454
2022-09-30,North Metro,Wanneroo,3941
2022-09-30,Other,Other,511
2022-09-30,South East Metro,Belmont,729
2022-09-30,South East Metro,Canning,1569
2022-09-30,South East Metro,Gosnells,2476
2022-09-30,South East Metro,Victoria Park,633
2022-09-30,South Metro,Armadale,2048
2022-09-30,South Metro,Mandurah,1742
2022-09-30,South Metro,Murray,363
2022-09-30,South Metro,Rockingham,2831
2022-09-30,South Metro,Serpentine-Jarrahdale,517
2022-09-30,South West,Augusta-Margaret River,291
2022-09-30,South West,Boyup Brook,26
2022-09-30,South West,Bridgetown-Greenbushes,149
2022-09-30,South West,Bunbury,870
2022-09-30,South West,Busselton,870
2022-09-30,South West,Capel,345
2022-09-30,South West,Collie,193
2022-09-30,South West,Dardanup,276
2022-09-30,South West,Donnybrook-Balingup,142
2022-09-30,South West,Harvey,505
2022-09-30,South West,Manjimup,233
2022-09-30,South West,Waroona,58
2022-09-30,Wheatbelt,Beverley,28
2022-09-30,Wheatbelt,Chittering,95
2022-09-30,Wheatbelt,Cunderdin,22
2022-09-30,Wheatbelt,Dandaragan,47
2022-09-30,Wheatbelt,Gingin,67
2022-09-30,Wheatbelt,Kellerberrin,25
2022-09-30,Wheatbelt,Merredin,49
2022-09-30,Wheatbelt,Moora,40
2022-09-30,Wheatbelt,Narrogin,83
2022-09-30,Wheatbelt,Northam,230
2022-09-30,Wheatbelt,Pingelly,30
2022-09-30,Wheatbelt,Toodyay,65
2022-09-30,Wheatbelt,York,54
2022-06-30,Central North Metro,Cambridge,301
2022-06-30,Central North Metro,Claremont,145
2022-06-30,Central North Metro,Cottesloe,48
2022-06-30,Central North Metro,Mosman Park,140
2022-06-30,Central North Metro,Nedlands,354
2022-06-30,Central North Metro,Perth,297
2022-06-30,Central North Metro,Stirling,3381
2022-06-30,Central North Metro,Subiaco,228
2022-06-30,Central North Metro,Vincent,433
2022-06-30,Central South Metro,Cockburn,2213
2022-06-30,Central South Metro,East Fremantle,74
2022-06-30,Central South Metro,Fremantle,508
2022-06-30,Central South Metro,Kwinana,1070
2022-06-30,Central South Metro,Melville,1463
2022-06-30,Central South Metro,South Perth,524
2022-06-30,Goldfields-Esperance,Coolgardie,45
2022-06-30,Goldfields-Esperance,Esperance,232
2022-06-30,Goldfields-Esperance,Kalgoorlie/Boulder,417
2022-06-30,Goldfields-Esperance,Ngaanyatjarraku,44
2022-06-30,Goldfields-Esperance,Ravensthorpe,21
2022-06-30,Great Southern,Albany,818
2022-06-30,Great Southern,Broomehill-Tambellup,20
2022-06-30,Great Southern,Denmark,77
2022-06-30,Great Southern,Katanning,53
2022-06-30,Great Southern,Kojonup,20
2022-06-30,Great Southern,Plantagenet,84
2022-06-30,Kimberley-Pilbara,Ashburton,49
2022-06-30,Kimberley-Pilbara,Broome,355
2022-06-30,Kimberley-Pilbara,Derby-West Kimberley,188
2022-06-30,Kimberley-Pilbara,East Pilbara,85
2022-06-30,Kimberley-Pilbara,Halls Creek,87
2022-06-30,Kimberley-Pilbara,Karratha,323
2022-06-30,Kimberley-Pilbara,Port Hedland,242
2022-06-30,Kimberley-Pilbara,Wyndham-East Kimberley,130
2022-06-30,Midwest-Gascoyne,Carnarvon,58
2022-06-30,Midwest-Gascoyne,Chapman Valley,23
2022-06-30,Midwest-Gascoyne,Exmouth,23
2022-06-30,Midwest-Gascoyne,Greater Geraldton,883
2022-06-30,Midwest-Gascoyne,Irwin,43
2022-06-30,Midwest-Gascoyne,Northampton,42
2022-06-30,North East Metro,Bassendean,454
2022-06-30,North East Metro,Bayswater,1131
2022-06-30,North East Metro,Kalamunda,1146
2022-06-30,North East Metro,Mundaring,780
2022-06-30,North East Metro,Swan,3628
2022-06-30,North Metro,Joondalup,2362
2022-06-30,North Metro,Wanneroo,3781
2022-06-30,Other,Other,483
2022-06-30,South East Metro,Belmont,712
2022-06-30,South East Metro,Canning,1532
2022-06-30,South East Metro,Gosnells,2398
2022-06-30,South East Metro,Victoria Park,632
2022-06-30,South Metro,Armadale,1982
2022-06-30,South Metro,Mandurah,1675
2022-06-30,South Metro,Murray,349
2022-06-30,South Metro,Rockingham,2736
2022-06-30,South Metro,Serpentine-Jarrahdale,487
2022-06-30,South West,Augusta-Margaret River,290
2022-06-30,South West,Boyup Brook,24
2022-06-30,South West,Bridgetown-Greenbushes,152
2022-06-30,South West,Bunbury,835
2022-06-30,South West,Busselton,858
2022-06-30,South West,Capel,333
2022-06-30,South West,Collie,191
2022-06-30,South West,Dardanup,271
2022-06-30,South West,Donnybrook-Balingup,137
2022-06-30,South West,Harvey,493
2022-06-30,South West,Manjimup,229
2022-06-30,South West,Waroona,55
2022-06-30,Wheat Belt,Beverley,26
2022-06-30,Wheat Belt,Chittering,94
2022-06-30,Wheat Belt,Cunderdin,22
2022-06-30,Wheat Belt,Dandaragan,44
2022-06-30,Wheat Belt,Gingin,63
2022-06-30,Wheat Belt,Kellerberrin,26
2022-06-30,Wheat Belt,Merredin,48
2022-06-30,Wheat Belt,Moora,40
2022-06-30,Wheat Belt,Narrogin,83
2022-06-30,Wheat Belt,Northam,227
2022-06-30,Wheat Belt,Pingelly,31
2022-06-30,Wheat Belt,Toodyay,65
2022-06-30,Wheat Belt,York,49
2022-03-31,Central North Metro,Cambridge,292
2022-03-31,Central North Metro,Claremont,145
2022-03-31,Central North Metro,Cottesloe,48
2022-03-31,Central North Metro,Mosman Park,143
2022-03-31,Central North Metro,Nedlands,338
2022-03-31,Central North Metro,Perth,283
2022-03-31,Central North Metro,Stirling,3262
2022-03-31,Central North Metro,Subiaco,224
2022-03-31,Central North Metro,Vincent,407
2022-03-31,Central South Metro,Cockburn,2144
2022-03-31,Central South Metro,East Fremantle,75
2022-03-31,Central South Metro,Fremantle,476
2022-03-31,Central South Metro,Kwinana,1028
2022-03-31,Central South Metro,Melville,1415
2022-03-31,Central South Metro,South Perth,522
2022-03-31,Goldfields-Esperance,Coolgardie,48
2022-03-31,Goldfields-Esperance,Esperance,224
2022-03-31,Goldfields-Esperance,Kalgoorlie/Boulder,393
2022-03-31,Goldfields-Esperance,Ngaanyatjarraku,29
2022-03-31,Great Southern,Albany,787
2022-03-31,Great Southern,Denmark,76
2022-03-31,Great Southern,Katanning,53
2022-03-31,Great Southern,Kojonup,22
2022-03-31,Great Southern,Plantagenet,80
2022-03-31,Kimberley-Pilbara,Ashburton,47
2022-03-31,Kimberley-Pilbara,Broome,349
2022-03-31,Kimberley-Pilbara,Derby-West Kimberley,185
2022-03-31,Kimberley-Pilbara,East Pilbara,81
2022-03-31,Kimberley-Pilbara,Halls Creek,90
2022-03-31,Kimberley-Pilbara,Karratha,307
2022-03-31,Kimberley-Pilbara,Port Hedland,232
2022-03-31,Kimberley-Pilbara,Wyndham-East Kimberley,128
2022-03-31,Midwest-Gascoyne,Carnarvon,60
2022-03-31,Midwest-Gascoyne,Chapman Valley,20
2022-03-31,Midwest-Gascoyne,Exmouth,22
2022-03-31,Midwest-Gascoyne,Greater Geraldton,837
2022-03-31,Midwest-Gascoyne,Irwin,40
2022-03-31,Midwest-Gascoyne,Northampton,42
2022-03-31,North East Metro,Bassendean,442
2022-03-31,North East Metro,Bayswater,1117
2022-03-31,North East Metro,Kalamunda,1126
2022-03-31,North East Metro,Mundaring,749
2022-03-31,North East Metro,Swan,3534
2022-03-31,North Metro,Joondalup,2285
2022-03-31,North Metro,Wanneroo,3640
2022-03-31,Other,Other,502
2022-03-31,South East Metro,Belmont,696
2022-03-31,South East Metro,Canning,1473
2022-03-31,South East Metro,Gosnells,2331
2022-03-31,South East Metro,Victoria Park,628
2022-03-31,South Metro,Armadale,1926
2022-03-31,South Metro,Mandurah,1619
2022-03-31,South Metro,Murray,340
2022-03-31,South Metro,Rockingham,2657
2022-03-31,South Metro,Serpentine-Jarrahdale,463
2022-03-31,South West,Augusta-Margaret River,284
2022-03-31,South West,Boyup Brook,23
2022-03-31,South West,Bridgetown-Greenbushes,149
2022-03-31,South West,Bunbury,809
2022-03-31,South West,Busselton,832
2022-03-31,South West,Capel,323
2022-03-31,South West,Collie,187
2022-03-31,South West,Dardanup,262
2022-03-31,South West,Donnybrook-Balingup,130
2022-03-31,South West,Harvey,485
2022-03-31,South West,Manjimup,223
2022-03-31,South West,Waroona,52
2022-03-31,Wheat Belt,Beverley,24
2022-03-31,Wheat Belt,Chittering,96
2022-03-31,Wheat Belt,Cunderdin,22
2022-03-31,Wheat Belt,Dandaragan,44
2022-03-31,Wheat Belt,Gingin,56
2022-03-31,Wheat Belt,Kellerberrin,26
2022-03-31,Wheat Belt,Merredin,48
2022-03-31,Wheat Belt,Moora,38
2022-03-31,Wheat Belt,Narrogin,78
2022-03-31,Wheat Belt,Northam,215
2022-03-31,Wheat Belt,Pingelly,30
2022-03-31,Wheat Belt,Toodyay,61
2022-03-31,Wheat Belt,York,46
2021-12-31,Central North Metro,Cambridge,275
2021-12-31,Central North Metro,Claremont,135
2021-12-31,Central North Metro,Cottesloe,48
2021-12-31,Central North Metro,Mosman Park,139
2021-12-31,Central North Metro,Nedlands,341
2021-12-31,Central North Metro,Perth,257
2021-12-31,Central North Metro,Stirling,3155
2021-12-31,Central North Metro,Subiaco,213
2021-12-31,Central North Metro,Vincent,389
2021-12-31,Central South Metro,Cockburn,2090
2021-12-31,Central South Metro,East Fremantle,72
2021-12-31,Central South Metro,Fremantle,462
2021-12-31,Central South Metro,Kwinana,980
2021-12-31,Central South Metro,Melville,1361
2021-12-31,Central South Metro,South Perth,513
2021-12-31,Goldfields-Esperance,Coolgardie,42
2021-12-31,Goldfields-Esperance,Esperance,209
2021-12-31,Goldfields-Esperance,Kalgoorlie/Boulder,386
2021-12-31,Goldfields-Esperance,Ngaanyatjarraku,30
2021-12-31,Great Southern,Albany,757
2021-12-31,Great Southern,Denmark,74
2021-12-31,Great Southern,Katanning,53
2021-12-31,Great Southern,Kojonup,21
2021-12-31,Great Southern,Plantagenet,75
2021-12-31,Kimberley-Pilbara,Ashburton,45
2021-12-31,Kimberley-Pilbara,Broome,340
2021-12-31,Kimberley-Pilbara,Derby-West Kimberley,179
2021-12-31,Kimberley-Pilbara,East Pilbara,78
2021-12-31,Kimberley-Pilbara,Halls Creek,79
2021-12-31,Kimberley-Pilbara,Karratha,301
2021-12-31,Kimberley-Pilbara,Port Hedland,222
2021-12-31,Kimberley-Pilbara,Wyndham-East Kimberley,118
2021-12-31,Midwest-Gascoyne,Carnarvon,53
2021-12-31,Midwest-Gascoyne,Exmouth,23
2021-12-31,Midwest-Gascoyne,Greater Geraldton,774
2021-12-31,Midwest-Gascoyne,Irwin,39
2021-12-31,Midwest-Gascoyne,Northampton,39
2021-12-31,North East Metro,Bassendean,436
2021-12-31,North East Metro,Bayswater,1092
2021-12-31,North East Metro,Kalamunda,1102
2021-12-31,North East Metro,Mundaring,737
2021-12-31,North East Metro,Swan,3458
2021-12-31,North Metro,Joondalup,2179
2021-12-31,North Metro,Wanneroo,3499
2021-12-31,Other,Other,510
2021-12-31,South East Metro,Belmont,690
2021-12-31,South East Metro,Canning,1402
2021-12-31,South East Metro,Gosnells,2228
2021-12-31,South East Metro,Victoria Park,603
2021-12-31,South Metro,Armadale,1885
2021-12-31,South Metro,Mandurah,1574
2021-12-31,South Metro,Murray,330
2021-12-31,South Metro,Rockingham,2546
2021-12-31,South Metro,Serpentine-Jarrahdale,437
2021-12-31,South West,Augusta-Margaret River,278
2021-12-31,South West,Boyup Brook,22
2021-12-31,South West,Bridgetown-Greenbushes,143
2021-12-31,South West,Bunbury,784
2021-12-31,South West,Busselton,822
2021-12-31,South West,Capel,306
2021-12-31,South West,Collie,189
2021-12-31,South West,Dardanup,246
2021-12-31,South West,Donnybrook-Balingup,124
2021-12-31,South West,Harvey,468
2021-12-31,South West,Manjimup,216
2021-12-31,South West,Waroona,51
2021-12-31,Wheat Belt,Beverley,21
2021-12-31,Wheat Belt,Chittering,96
2021-12-31,Wheat Belt,Cunderdin,22
2021-12-31,Wheat Belt,Dandaragan,45
2021-12-31,Wheat Belt,Gingin,50
2021-12-31,Wheat Belt,Kellerberrin,27
2021-12-31,Wheat Belt,Merredin,44
2021-12-31,Wheat Belt,Moora,37
2021-12-31,Wheat Belt,Narrogin,73
2021-12-31,Wheat Belt,Northam,203
2021-12-31,Wheat Belt,Pingelly,28
2021-12-31,Wheat Belt,Toodyay,62
2021-12-31,Wheat Belt,York,43
